prop:sk0-category	chap4.tex	499	mypropph
prop:sk0-unitaryfusion	chap4.tex	688	mypropph
prop:spherical-unitary	chap4.tex	715	myprop
prop:TD	chap4.tex	423	myprop
prop:unitary-Cstar	chap4.tex	639	myprop
thm:gapped-decay	chap4.tex	226	mytheo
conj:CGW	chap5.tex	21	myconjph
def:semiprod-group-inner	chap5.tex	77	mydef
eq:LU	chap5.tex	35	label
prop:SPT-CGLW	chap5.tex	166	myprop
